Gene regulation id	Pathway name	Pathway ID	Gene name	Entrez gene ID	Regulation	Experiment	PubMed ID
16020	FSH	NetPath_25	CYP11A	1583	Upregulation	Microarray	15026540
16019	FSH	NetPath_25	CYP11A1	1583	Upregulation	Microarray	16556681
16018	FSH	NetPath_25	CYP11A1	1583	Upregulation	Microarray	12832290
16017	FSH	NetPath_25	CXCL13 	10563	Upregulation	Microarray,Non-microarray	18497344
16016	FSH	NetPath_25	CX3CR1	1524	Downregulation	Microarray	12832290
16015	FSH	NetPath_25	CX3CL1	6376	Downregulation	Microarray	12832290
16014	FSH	NetPath_25	CTSW	1521	Upregulation	Microarray	18497344
16013	FSH	NetPath_25	CTNND1	1500	Downregulation	Microarray	15026540
16011	FSH	NetPath_25	CSNK2A1	1457	Upregulation	Microarray	15026540
16010	FSH	NetPath_25	CSNK1A1	1452	Upregulation	Microarray	15026540
16009	FSH	NetPath_25	CSDA	8531	Upregulation	Microarray	15026540
16008	FSH	NetPath_25	CREM	1390	Upregulation	Microarray,Non-microarray	16556681
16007	FSH	NetPath_25	CREBL2	1389	Upregulation	Microarray	15026540
16006	FSH	NetPath_25	CPE	1363	Upregulation	Microarray	12832290
16005	FSH	NetPath_25	COX7A1	1346	Upregulation	Microarray	18497344
16004	FSH	NetPath_25	COL18A1	80781	Upregulation	Microarray	15026540
16003	FSH	NetPath_25	COL15A1	1306	Upregulation	Microarray	18497344
16002	FSH	NetPath_25	COL15A1	1306	Upregulation	Microarray	15026540
16001	FSH	NetPath_25	CLU	1191	Upregulation	Microarray	18497344
16000	FSH	NetPath_25	CITED1	4435	Upregulation	Microarray,Non-microarray	16556681
16047	FSH	NetPath_25	FST	10468	Upregulation	Non-microarray	8562709
15999	FSH	NetPath_25	CHUK	1147	Downregulation	Microarray	15026540
15998	FSH	NetPath_25	CH25H	9023	Upregulation	Microarray	16556681
15997	FSH	NetPath_25	CFLAR	8837	Downregulation	Microarray	15026540
15996	FSH	NetPath_25	CEP135	9662	Upregulation	Microarray	15026540
15995	FSH	NetPath_25	CEBPG	1054	Upregulation	Microarray	18497344
15994	FSH	NetPath_25	CDKN1C	1028	Downregulation	Microarray	15026540
15993	FSH	NetPath_25	CDK16	5127	Upregulation	Microarray	15026540
15992	FSH	NetPath_25	CDK14	5218	Downregulation	Microarray	15026540
15991	FSH	NetPath_25	CD55	1604	Upregulation	Microarray	15026540
15990	FSH	NetPath_25	CD55	1604	Upregulation	Microarray	12832290
15989	FSH	NetPath_25	CD36	948	Downregulation	Microarray	18497344
15988	FSH	NetPath_25	CD14	929	Upregulation	Microarray	18497344
15987	FSH	NetPath_25	CASP9	842	Upregulation	Microarray	16556681
15986	FSH	NetPath_25	CASP4	837	Downregulation	Microarray	15026540
15985	FSH	NetPath_25	CAPZA1	829	Downregulation	Microarray	15026540
15984	FSH	NetPath_25	CAP2	10486	Downregulation	Microarray	15026540
15983	FSH	NetPath_25	CAMK2G	818	Upregulation	Microarray	15026540
15982	FSH	NetPath_25	C15orf23	90417	Upregulation	Microarray	15026540
15981	FSH	NetPath_25	C11orf9	745	Upregulation	Microarray	16556681
15980	FSH	NetPath_25	BNIP3L	665	Upregulation	Microarray	15026540
15979	FSH	NetPath_25	BECN1	8678	Downregulation	Microarray	15026540
15978	FSH	NetPath_25	BDNF	627	Upregulation	Microarray	16556681
15977	FSH	NetPath_25	BCL3	602	Upregulation	Microarray	18497344
15976	FSH	NetPath_25	BCL11A	53335	Upregulation	Microarray,Non-microarray	16556681
15975	FSH	NetPath_25	BAG1	573	Upregulation	Microarray	16556681
15974	FSH	NetPath_25	BAG1	573	Upregulation	Microarray	15026540
15973	FSH	NetPath_25	BAD	572	Upregulation	Microarray	15026540
15972	FSH	NetPath_25	AXL	558	Downregulation	Microarray	15026540
15971	FSH	NetPath_25	ATPIF1	93974	Upregulation	Microarray	15026540
15970	FSH	NetPath_25	ATP9A	10079	Downregulation	Microarray	15026540
15969	FSH	NetPath_25	ATP2B1	490	Upregulation	Microarray	15026540
15968	FSH	NetPath_25	ATP2A2	488	Downregulation	Microarray	15026540
15967	FSH	NetPath_25	ARPC4	10093	Downregulation	Microarray	15026540
15966	FSH	NetPath_25	ARPC1A	10552	Upregulation	Microarray	15026540
15965	FSH	NetPath_25	ARL4C	10123	Downregulation	Microarray	15026540
15964	FSH	NetPath_25	ARHGEF5	7984	Upregulation	Microarray	15026540
15963	FSH	NetPath_25	ARHGAP1	392	Downregulation	Microarray	15026540
15962	FSH	NetPath_25	AREG	374	Upregulation	Microarray	15474502,17520403
15961	FSH	NetPath_25	AREG	374	Upregulation	Microarray	16556681
15960	FSH	NetPath_25	ARC	23237	Upregulation	Microarray	15026540
15959	FSH	NetPath_25	AR	367	Upregulation	Microarray	15026540
15958	FSH	NetPath_25	APOE	348	Upregulation	Microarray	18497344
15957	FSH	NetPath_25	ANXA4	307	Upregulation	Microarray	18497344
15956	FSH	NetPath_25	ANGPTL1	9068	Upregulation	Microarray	18497344
15955	FSH	NetPath_25	ANGPT1	284	Downregulation	Microarray	18497344
15954	FSH	NetPath_25	ALTE	9189	Upregulation	Microarray,Non-microarray	16556681
15953	FSH	NetPath_25	ALPL	249	Upregulation	Microarray	15026540
15952	FSH	NetPath_25	ALP	26033	Downregulation	Microarray	15026540
15951	FSH	NetPath_25	ALG10	84920	Upregulation	Microarray	15026540
15950	FSH	NetPath_25	ALDH3A2	224	Upregulation	Microarray	16556681
15949	FSH	NetPath_25	ALDH1A3	220	Upregulation	Microarray	18497344
15948	FSH	NetPath_25	AKAP12	9590	Downregulation	Microarray	15026540
15947	FSH	NetPath_25	ADCY9	115	Downregulation	Microarray	15026540
15946	FSH	NetPath_25	ADCY7	113	Downregulation	Microarray	15026540
15945	FSH	NetPath_25	ACTR2	10097	Upregulation	Microarray	15026540
15944	FSH	NetPath_25	ACTN1	87	Downregulation	Microarray	15026540
15943	FSH	NetPath_25	ACTG2	72	Downregulation	Microarray	15026540
15942	FSH	NetPath_25	ACTB	60	Upregulation	Microarray	15026540
15941	FSH	NetPath_25	ACTA2	59	Downregulation	Microarray	15026540
15940	FSH	NetPath_25	ACTA1	58	Downregulation	Microarray	15026540
15939	FSH	NetPath_25	ACPP	55	Upregulation	Microarray	15026540
15938	FSH	NetPath_25	ACPP	55	Upregulation	Microarray	12832290
15937	FSH	NetPath_25	ACP5	54	Downregulation	Microarray	15026540
15936	FSH	NetPath_25	ACP2	53	Upregulation	Microarray	15026540
15935	FSH	NetPath_25	ABLIM	3983	Downregulation	Microarray	15026540
16362	TNFalpha	NetPath_9	PTPN2	5771	Upregulation	Non-Microarray	21115548
16365	TNFalpha	NetPath_9	ITPR1	3708	Upregulation	Non-Microarray	20615908
16320	TWEAK	NetPath_26	CXCL12	6387	Upregulation	Non-Microarray	20408838
9404	IL9	NetPath_20	SCIN	85477	Upregulation	Non-Microarray	9671468
9411	Leptin	NetPath_22	TNF	7124	Upregulation	Non-Microarray	15232612
9430	IL5	NetPath_17	FOS	2353	Upregulation	Non-Microarray	11545250
15675	Leptin	NetPath_22	ITGAM	3684	Upregulation	Non-Microarray	10357875
15667	Leptin	NetPath_22	CPT1A	1374	Downregulation	Non-Microarray	16335797
15668	Leptin	NetPath_22	CD36	948	Downregulation	Non-Microarray	16335797
15676	TSH	NetPath_23	TG	7038	Upregulation	Microarray	16839256
9510	Leptin	NetPath_22	SOCS3	9021	Upregulation	Non-Microarray	16306356
15673	Leptin	NetPath_22	TFRC	7037	Upregulation	Non-Microarray	10357875
16260	Notch	NetPath_3	GATA3	2625	Upregulation	Non-Microarray	17658279,20361945
15671	Leptin	NetPath_22	CD38	952	Upregulation	Non-Microarray	10357875
15672	Leptin	NetPath_22	IL2RA	3559	Upregulation	Non-Microarray	10357875
16261	Notch	NetPath_3	PTCRA	171558	Upregulation	Non-Microarray	11825871,20361945
15669	Leptin	NetPath_22	ABCA1	19	Downregulation	Non-Microarray	16335797
9532	Leptin	NetPath_22	VEGF	7422	Upregulation	Non-Microarray	16317688
9534	Leptin	NetPath_22	CCL2	6347	Upregulation	Non-Microarray	16317688
9535	Leptin	NetPath_22	TNFRSF11B	4982	Upregulation	Non-Microarray	11459801
9536	Leptin	NetPath_22	TNFSF11	8600	Downregulation	Non-Microarray	11459801
15726	TSH	NetPath_23	ACTB	60	Differential regulation	Microarray	16381821
15725	TSH	NetPath_23	ACTG1	71	Differential regulation	Microarray	16381821
15724	TSH	NetPath_23	ACO2	50	Differential regulation	Microarray	16381821
15714	TGF_beta_Receptor	NetPath_7	BTBD11	121551	Downregulation	Microarray	17425807
15713	TGF_beta_Receptor	NetPath_7	STEAP2	261729	Downregulation	Microarray	17425807
15712	TGF_beta_Receptor	NetPath_7	FN1	2335	Upregulation	Microarray	17425807
15711	TGF_beta_Receptor	NetPath_7	STX17	55014	Downregulation	Microarray	17425807
15710	TGF_beta_Receptor	NetPath_7	AGT	183	Downregulation	Microarray	17425807
15709	TGF_beta_Receptor	NetPath_7	MORF4L2	9643	Downregulation	Microarray	17425807
9585	Leptin	NetPath_22	SELP	6403	Downregulation	Non-Microarray,Microarray	16506959
15690	Leptin	NetPath_22	IL1RN	3557	Upregulation	Non-Microarray	11158047
10032	IL6	NetPath_18	TIMP1	7076	Upregulation	Non-Microarray	8938794
10267	Leptin	NetPath_22	LYZ	4069	Downregulation	Microarray,Non-Microarray	16506959
10268	Leptin	NetPath_22	SELL	6402	Downregulation	Microarray,Non-Microarray	16506959
10269	Leptin	NetPath_22	CTSS	1520	Downregulation	Microarray,Non-Microarray	16506959
10270	Leptin	NetPath_22	NCF4	4689	Downregulation	Microarray,Non-Microarray	16506959
10271	Leptin	NetPath_22	SNCA	6622	Downregulation	Microarray,Non-Microarray	16506959
10272	Leptin	NetPath_22	CCL5	6352	Downregulation	Microarray,Non-Microarray	16506959
10273	Leptin	NetPath_22	CCL4	6351	Downregulation	Microarray,Non-Microarray	16506959
10274	Leptin	NetPath_22	XCL1	6375	Downregulation	Microarray,Non-Microarray	16506959
10275	Leptin	NetPath_22	LTB	4050	Downregulation	Microarray,Non-Microarray	16506959
10276	Leptin	NetPath_22	PF4	5196	Downregulation	Microarray	16506959
10277	Leptin	NetPath_22	CXCL16	58191	Downregulation	Microarray	16506959
10278	Leptin	NetPath_22	CX3CL1	6376	Downregulation	Microarray	16506959
10279	Leptin	NetPath_22	CCL19	6363	Downregulation	Microarray	16506959
10280	Leptin	NetPath_22	CCL26	10344	Downregulation	Microarray	16506959
10281	Leptin	NetPath_22	PPBP	5473	Downregulation	Microarray	16506959
10282	Leptin	NetPath_22	CCL18	6362	Downregulation	Microarray	16506959
10283	Leptin	NetPath_22	CXCL1	2919	Downregulation	Microarray	16506959
10284	Leptin	NetPath_22	CXCR4	7852	Downregulation	Microarray	16506959
10285	Leptin	NetPath_22	CCRL2	9034	Downregulation	Microarray	16506959
10286	Leptin	NetPath_22	CX3CR1	1524	Downregulation	Microarray	16506959
10287	Leptin	NetPath_22	CCR2	1231	Downregulation	Microarray	16506959
10288	Leptin	NetPath_22	CCR1	1230	Downregulation	Microarray	16506959
10289	Leptin	NetPath_22	SCYE1	9255	Downregulation	Microarray	16506959
10290	Leptin	NetPath_22	IL6	3569	Upregulation	Microarray,Non-Microarray	16506959,15232612
10291	Leptin	NetPath_22	IL15	3600	Downregulation	Microarray	16506959
10292	Leptin	NetPath_22	FAIM3	9214	Downregulation	Microarray	16506959
10293	Leptin	NetPath_22	IFNG	3458	Downregulation	Microarray	16506959
10294	Leptin	NetPath_22	IL16	3603	Downregulation	Microarray	16506959
10295	Leptin	NetPath_22	TNFSF12	8742	Downregulation	Microarray	16506959
10296	Leptin	NetPath_22	IRF2	3660	Downregulation	Microarray	16506959
10297	Leptin	NetPath_22	TNFSF10	8743	Downregulation	Microarray	16506959
10298	Leptin	NetPath_22	IL13	3596	Downregulation	Microarray	16506959
10299	Leptin	NetPath_22	IFIT2	3433	Downregulation	Microarray	16506959
10300	Leptin	NetPath_22	IL1RAP	3556	Downregulation	Microarray	16506959
10301	Leptin	NetPath_22	TLR8	51311	Downregulation	Microarray	16506959
10302	Leptin	NetPath_22	IL7R	3575	Downregulation	Microarray	16506959
10303	Leptin	NetPath_22	IFNAR1	3454	Downregulation	Microarray	16506959
10304	Leptin	NetPath_22	TNFRSF8	943	Downregulation	Microarray	16506959
10305	Leptin	NetPath_22	TRA@	6955	Downregulation	Microarray	16506959
10306	Leptin	NetPath_22	CAMLG	819	Upregulation	Microarray	16506959
10307	Leptin	NetPath_22	ALCAM	214	Downregulation	Microarray	16506959
10308	Leptin	NetPath_22	VTN	7448	Downregulation	Microarray	16506959
10309	Leptin	NetPath_22	CD4	920	Downregulation	Microarray	16506959
10310	Leptin	NetPath_22	CD3E	916	Downregulation	Microarray	16506959
10311	Leptin	NetPath_22	FCN2	2220	Downregulation	Microarray	16506959
10312	Leptin	NetPath_22	IGJ	3512	Downregulation	Microarray	16506959
10313	Leptin	NetPath_22	CD79B	974	Downregulation	Microarray	16506959
10314	Leptin	NetPath_22	CD3D	915	Downregulation	Microarray	16506959
10315	Leptin	NetPath_22	AZGP1	563	Downregulation	Microarray	16506959
10316	Leptin	NetPath_22	CD79A	973	Downregulation	Microarray	16506959
10317	Leptin	NetPath_22	CD80	941	Downregulation	Microarray	16506959
10318	Leptin	NetPath_22	CEACAM1	634	Downregulation	Microarray	16506959
10319	Leptin	NetPath_22	ITGAX	3687	Downregulation	Microarray	16506959,10357875
10320	Leptin	NetPath_22	FPR1	2357	Downregulation	Microarray	16506959
10321	Leptin	NetPath_22	FCER1G	2207	Downregulation	Microarray	16506959
10322	Leptin	NetPath_22	PTAFR	5724	Downregulation	Microarray	16506959
10323	Leptin	NetPath_22	FCGR2B	2213	Downregulation	Microarray	16506959
10324	Leptin	NetPath_22	SOCS4	122809	Downregulation	Microarray	16506959
10325	Leptin	NetPath_22	CSF3R	1441	Downregulation	Microarray	16506959
10326	Leptin	NetPath_22	BDKRB1	623	Downregulation	Microarray	16506959
10327	Leptin	NetPath_22	IRF8	3394	Upregulation	Microarray	16506959
10328	Leptin	NetPath_22	NFKB1	4790	Downregulation	Microarray	16506959
10329	Leptin	NetPath_22	BANF1	8815	Downregulation	Microarray	16506959
10330	Leptin	NetPath_22	FOS	2353	Downregulation	Microarray	16506959
10331	Leptin	NetPath_22	BATF	10538	Downregulation	Microarray	16506959
10332	Leptin	NetPath_22	MNDA	4332	Downregulation	Microarray	16506959
10333	Leptin	NetPath_22	BCL2	596	Downregulation	Microarray	16506959
10334	Leptin	NetPath_22	BST1	683	Downregulation	Microarray	16506959
10335	Leptin	NetPath_22	C2	717	Downregulation	Microarray	16506959
10336	Leptin	NetPath_22	ANGPTL1	9068	Downregulation	Microarray	16506959
10337	Leptin	NetPath_22	AOX1	316	Downregulation	Microarray	16506959
10338	Leptin	NetPath_22	TAC1	6863	Downregulation	Microarray	16506959
10339	Leptin	NetPath_22	ALOX5AP	241	Downregulation	Microarray	16506959
10340	Leptin	NetPath_22	OAS2	4939	Downregulation	Microarray	16506959
10342	Leptin	NetPath_22	NCF2	4688	Downregulation	Microarray	16506959
10343	Leptin	NetPath_22	PRF1	5551	Upregulation	Microarray	16506959
13627	RANKL	NetPath_21	CALCR	799	Upregulation	Non-Microarray	15680213
13636	RANKL	NetPath_21	NFATC1 	4772	Upregulation	Non-Microarray	14743390
13641	RANKL	NetPath_21	TNF	7124	Upregulation	Non-Microarray	14743390
13645	RANKL	NetPath_21	CCL5	6352	Upregulation	Non-Microarray	16211583,14743390,15680213
13646	RANKL	NetPath_21	JUN	3725	Upregulation	Non-Microarray	15680213
13647	RANKL	NetPath_21	FUBP1	8880	Upregulation	Non-Microarray	15680213,14743390
13648	RANKL	NetPath_21	GABPA	2551	Upregulation	Non-Microarray	15680213,14743390
13649	RANKL	NetPath_21	GABPB2	2553	Upregulation	Non-Microarray	15680213
13650	RANKL	NetPath_21	ILF3	3609	Upregulation	Non-Microarray	15680213,14743390
13651	RANKL	NetPath_21	ZNF33A	7581	Upregulation	Non-Microarray	15680213,14743390
13652	RANKL	NetPath_21	ACP5	54	Upregulation	Non-Microarray	15680213
13659	RANKL	NetPath_21	CCL3	6348	Upregulation	Non-Microarray	16211583
13671	RANKL	NetPath_21	EGR1	1958	Upregulation	Non-Microarray	14743390
13672	RANKL	NetPath_21	LHX1	3975	Upregulation	Non-Microarray	14743390
13673	RANKL	NetPath_21	CSF2RA	1438	Upregulation	Non-Microarray	14743390
13674	RANKL	NetPath_21	CDH5	1003	Upregulation	Non-Microarray	14743390
13675	RANKL	NetPath_21	ADORA1	134	Upregulation	Non-Microarray	14743390
13676	RANKL	NetPath_21	CD44	960	Upregulation	Non-Microarray	14743390
13677	RANKL	NetPath_21	TNFSF7	970	Upregulation	Non-Microarray	14743390
13678	RANKL	NetPath_21	CSF3R	1441	Upregulation	Non-Microarray	14743390
13679	RANKL	NetPath_21	CCR2	1231	Upregulation	Non-Microarray	14743390,16211583
13680	RANKL	NetPath_21	ITGAL	3683	Upregulation	Non-Microarray	14743390
13681	RANKL	NetPath_21	LTA	4049	Upregulation	Non-Microarray	14743390
13682	RANKL	NetPath_21	IL5	3567	Upregulation	Non-Microarray	14743390
13683	RANKL	NetPath_21	ITGA3	3675	Upregulation	Non-Microarray	14743390
13684	RANKL	NetPath_21	HLA-C	3107	Upregulation	Non-Microarray	14743390
13685	RANKL	NetPath_21	CDK7	1022	Upregulation	Non-Microarray	14743390
13686	RANKL	NetPath_21	CALM1	801	Upregulation	Non-Microarray	14743390
13687	RANKL	NetPath_21	RPS20	6224	Upregulation	Non-Microarray	14743390
13688	RANKL	NetPath_21	AKAP5	9495	Upregulation	Non-Microarray	14743390
13689	RANKL	NetPath_21	DLG1	1739	Upregulation	Non-Microarray	14743390
13690	RANKL	NetPath_21	KCNA2	3737	Upregulation	Non-Microarray	14743390
13691	RANKL	NetPath_21	TSC2	7249	Upregulation	Non-Microarray	14743390
13692	RANKL	NetPath_21	THBS2	7058	Upregulation	Non-Microarray	14743390
13693	RANKL	NetPath_21	CASP10	843	Upregulation	Non-Microarray	14743390
13694	RANKL	NetPath_21	PCTK1	5127	Upregulation	Non-Microarray	14743390
13695	RANKL	NetPath_21	ICAM1	3383	Upregulation	Non-Microarray	15972689
13696	RANKL	NetPath_21	VCAM1	7412	Upregulation	Non-Microarray	15972689
13701	RANKL	NetPath_21	TNFRSF11A	8792	Upregulation	Non-Microarray	15145935
13702	RANKL	NetPath_21	BCL2	596	Upregulation	Non-Microarray,Microarray	15145935
13703	RANKL	NetPath_21	IL6	3569	Upregulation	Non-Microarray	15145935
13704	RANKL	NetPath_21	CD80	941	Upregulation	Non-Microarray	15145935
13705	RANKL	NetPath_21	CD86	942	Upregulation	Non-Microarray	15145935
13706	RANKL	NetPath_21	BMP2	650	Upregulation	Non-Microarray	20595654
13708	RANKL	NetPath_21	CCL2	6347	Upregulation	Non-Microarray	16211583
13709	RANKL	NetPath_21	CCR4	1233	Upregulation	Non-Microarray	16211583
15590	TSLP	NetPath_24	IL13	3596	Upregulation	Non-Microarray	20624642,20236697
15589	TSLP	NetPath_24	IL4	3565	Upregulation	Non-Microarray	20624642
13729	RANKL	NetPath_21	RELB	5971	Downregulation	Non-Microarray	14743390
13730	RANKL	NetPath_21	DTX1	1840	Downregulation	Non-Microarray	14743390
13731	RANKL	NetPath_21	HRMT1L3	10196	Downregulation	Non-Microarray	14743390
13732	RANKL	NetPath_21	SNCA	6622	Downregulation	Non-Microarray	14743390
13733	RANKL	NetPath_21	XRCC1	7515	Downregulation	Non-Microarray	14743390
13734	RANKL	NetPath_21	RPL17	6139	Downregulation	Non-Microarray	14743390
13735	RANKL	NetPath_21	OAZ1	4946	Downregulation	Non-Microarray	14743390
13736	RANKL	NetPath_21	MYL6	4637	Downregulation	Non-Microarray	14743390
15677	TSH	NetPath_23	TPO	7173	Upregulation	Microarray	16839256
15679	TSH	NetPath_23	PGF	5228	Upregulation	Microarray	16839256
15678	TSH	NetPath_23	VEGFB	7423	Upregulation	Microarray	16839256
15665	TSLP	NetPath_24	BCL2	596	Upregulation	Non-Microarray	19017958
15630	TSH	NetPath_23	S100A4	6275	Upregulation	Non-Microarray	20083144
15730	TSH	NetPath_23	ARF1	375	Differential regulation	Microarray	16381821
15728	TSH	NetPath_23	ATP5B	506	Differential regulation	Microarray	16381821
15723	TSH	NetPath_23	ACAT2	39	Differential regulation	Microarray	16381821
15722	TSH	NetPath_23	TMEM49	81671	Downregulation	Microarray	16381821
15721	TSH	NetPath_23	CCDC92	80212	Differential regulation	Microarray	16381821
15720	TSH	NetPath_23	TMBIM1	64114	Differential regulation	Microarray	16381821
15719	TSH	NetPath_23	ARHGAP29	9411	Downregulation	Microarray	16381821
15718	TSH	NetPath_23	TANC2	26115	Downregulation	Microarray	16381821
15717	TSH	NetPath_23	GAPDH	2597	Differential regulation	Microarray	16381821
15716	TSH	NetPath_23	TYMP	1890	Differential regulation	Microarray	16381821
15708	TGF_beta_Receptor	NetPath_7	NSMCE1	197370	Downregulation	Microarray	17425807
15707	TGF_beta_Receptor	NetPath_7	HAND2	9464	Downregulation	Microarray	17425807
15706	TGF_beta_Receptor	NetPath_7	ZNF10	7556	Downregulation	Microarray	17425807
15705	TGF_beta_Receptor	NetPath_7	SYNM	23336	Downregulation	Microarray	17425807
15704	TGF_beta_Receptor	NetPath_7	NRP2	8828	Downregulation	Microarray	17425807
15703	TGF_beta_Receptor	NetPath_7	SERPINA3	12	Downregulation	Microarray	17425807
15702	TGF_beta_Receptor	NetPath_7	MICAL2	9645	Downregulation	Microarray	17425807
15701	TGF_beta_Receptor	NetPath_7	ALOX5AP	241	Downregulation	Microarray	17425807
15700	TGF_beta_Receptor	NetPath_7	ZNF35	7584	Downregulation	Microarray	17425807
15699	TGF_beta_Receptor	NetPath_7	CNNM3	26505	Downregulation	Microarray	17425807
15698	TGF_beta_Receptor	NetPath_7	ABCC9	10060	Downregulation	Microarray	17425807
15697	TGF_beta_Receptor	NetPath_7	ZNF148	7707	Downregulation	Microarray	17425807
15696	TGF_beta_Receptor	NetPath_7	AGTR1	185	Downregulation	Microarray	17425807
15695	TGF_beta_Receptor	NetPath_7	HECA	51696	Downregulation	Microarray	17425807
15694	TGF_beta_Receptor	NetPath_7	PSG6	5675	Downregulation	Microarray	17425807
15693	TGF_beta_Receptor	NetPath_7	FBXW8	26259	Upregulation	Microarray	17425807
15692	TGF_beta_Receptor	NetPath_7	EPHA1	2041	Upregulation	Microarray	17425807
15691	TGF_beta_Receptor	NetPath_7	VRK3	51231	Upregulation	Microarray	17425807
15689	TSH	NetPath_23	HMGCR	3156	Upregulation	Microarray	12699589
15688	TSH	NetPath_23	SLC16A8	23539	Upregulation	Microarray	12699589
15687	TSH	NetPath_23	CKM	1158	Upregulation	Microarray	12699589
15686	TSH	NetPath_23	CKB	1152	Upregulation	Microarray	12699589
15685	TSH	NetPath_23	CXCL14	9547	Upregulation	Non-Microarray	20025541
15684	TSH	NetPath_23	IL8	3576	Upregulation	Non-Microarray	20025541
15683	TSH	NetPath_23	CCL2	6347	Upregulation	Non-Microarray	20025541
15682	TSH	NetPath_23	ICAM1	3383	Upregulation	Non-Microarray	20025541
15680	TSH	NetPath_23	VEGFC	7424	Downregulation	Microarray	16839256
15585	RANKL	NetPath_21	MGP	4256	Downregulation	Non-Microarray	20595654
16071	FSH	NetPath_25	IER3	8870	Upregulation	Microarray	18497344
15773	TSH	NetPath_23	FHL1	2273	Differential regulation	Microarray	16381821
15771	TSH	NetPath_23	TMSB4X	7114	Differential regulation	Microarray	16381821
14947	IL6	NetPath_18	SLC38A1	81539	Upregulation	Non-Microarray	19741197
14948	IL6	NetPath_18	LY96	23643	Upregulation	Non-Microarray	19632992
14949	TCR	NetPath_11	OPRM1	4988	Upregulation	Non-Microarray	18463202
14950	TCR	NetPath_11	TLR3	7098	Downregulation	Microarray,Non-Microarray	19703014
14951	TCR	NetPath_11	TLR1	7096	Upregulation	Microarray,Non-Microarray	19703014
14952	TCR	NetPath_11	TLR2	7097	Upregulation	Microarray,Non-Microarray	19703014
14953	TCR	NetPath_11	TLR6	10333	Upregulation	Microarray,Non-Microarray	19703014
14954	TCR	NetPath_11	TLR7	51284	Upregulation	Microarray,Non-Microarray	19703014
14955	TCR	NetPath_11	IL7R	3575	Upregulation	Non-Microarray	17442928
14956	TCR	NetPath_11	VIPR1	7433	Upregulation	Non-Microarray	11160313
14957	TCR	NetPath_11	VIPR2	7434	Downregulation	Non-Microarray	11160313
14958	TCR	NetPath_11	DUSP1	1843	Downregulation	Microarray	18947405
14959	TCR	NetPath_11	FOS	2353	Downregulation	Microarray,Non-Microarray	18947405
14960	TCR	NetPath_11	S100A4	6275	Downregulation	Microarray	18947405
14961	TCR	NetPath_11	WNT10B	7480	Downregulation	Microarray	18947405
14962	TCR	NetPath_11	IER2	9592	Downregulation	Microarray	18947405
14963	TCR	NetPath_11	JUNB	3726	Downregulation	Microarray	18947405
14964	TCR	NetPath_11	PDE7A	5150	Downregulation	Microarray	18947405
14965	TCR	NetPath_11	TNFAIP3	7128	Downregulation	Microarray	18947405
14966	TCR	NetPath_11	SH3BGRL	6451	Downregulation	Microarray	18947405
14967	TCR	NetPath_11	PYCARD	29108	Downregulation	Microarray	18947405
14968	TCR	NetPath_11	LTB	4050	Downregulation	Microarray	18947405
14969	TCR	NetPath_11	MX1	4599	Downregulation	Microarray	18947405
14970	TCR	NetPath_11	CEBPD	1052	Downregulation	Microarray	18947405
14971	TCR	NetPath_11	EPHA1	2041	Downregulation	Microarray	18947405
14972	TCR	NetPath_11	CASP4	837	Downregulation	Microarray	18947405
14973	TCR	NetPath_11	PTEN	5728	Downregulation	Microarray	18947405
14974	TCR	NetPath_11	CD3G	917	Downregulation	Microarray	18947405
14975	TCR	NetPath_11	CCL5	6352	Downregulation	Microarray	18947405
14976	TCR	NetPath_11	CCR7	1236	Downregulation	Microarray	18947405
14977	TCR	NetPath_11	CTSB	1508	Downregulation	Microarray	18947405
14978	TCR	NetPath_11	S100A6	6277	Downregulation	Microarray	18947405
14979	TCR	NetPath_11	CXCL5	6374	Downregulation	Microarray	18947405
14980	TCR	NetPath_11	F11R	50848	Downregulation	Microarray	18947405
14981	TCR	NetPath_11	PIM1	5292	Downregulation	Microarray	18947405
14982	TCR	NetPath_11	SERPINB1	1992	Downregulation	Microarray	18947405
14983	TCR	NetPath_11	S100A10	6281	Downregulation	Microarray	18947405
14984	TCR	NetPath_11	NR3C1	2908	Downregulation	Microarray	18947405
14985	TCR	NetPath_11	EGR1	1958	Downregulation	Microarray,Non-Microarray	18947405
14986	TCR	NetPath_11	CCND2	894	Upregulation	Microarray	18947405
14987	TCR	NetPath_11	IER3	8870	Upregulation	Microarray	18947405
14988	TCR	NetPath_11	IRF4	3662	Upregulation	Microarray	18947405
14989	TCR	NetPath_11	CCL3	6348	Upregulation	Microarray	18947405
14990	TCR	NetPath_11	CXCL9	4283	Upregulation	Microarray	18947405
14991	TCR	NetPath_11	BCL2A1	597	Upregulation	Microarray	18947405
14992	TCR	NetPath_11	REL	5966	Upregulation	Microarray	18947405
14993	TCR	NetPath_11	CXCL10	3627	Upregulation	Microarray	18947405
14994	TCR	NetPath_11	RELB	5971	Upregulation	Microarray	18947405
14995	TCR	NetPath_11	CXCL11	6373	Upregulation	Microarray	18947405
14996	TCR	NetPath_11	CCL20	6364	Upregulation	Microarray	18947405
14997	TCR	NetPath_11	VIM	7431	Upregulation	Microarray	18947405
14998	TCR	NetPath_11	BMI1	648	Upregulation	Microarray	18947405
14999	TCR	NetPath_11	ORM1	5004	Upregulation	Microarray	18947405
15000	TCR	NetPath_11	IRF1	3659	Upregulation	Microarray	18947405
