Gene regulation id	Pathway name	Pathway ID	Gene name	Entrez gene ID	Regulation	Experiment	PubMed ID
73	IL-7	NetPath_19	CD19	930	Upregulation	Non-Microarray	7561700
72	IL-7	NetPath_19	CCL8	6355	Downregulation	Microarray	11418668
76	IL-7	NetPath_19	IL2	3558	Upregulation	Non-Microarray	9326236
15768	TSH	NetPath_23	TNFAIP3	7128	Downregulation	Microarray	16381821
15761	TSH	NetPath_23	PIK3R1	5295	Downregulation	Microarray	16381821
89	IL-7	NetPath_19	IL3	3562	Upregulation	Non-Microarray	8454845
15766	TSH	NetPath_23	CRABP1	1381	Differential regulation	Microarray	16381821
91	IL-7	NetPath_19	FCER2	2208	Upregulation	Non-Microarray	8645974
120	IL-7	NetPath_19	RAG2	5897	Downregulation	Non-Microarray	7561700
119	IL-7	NetPath_19	RAG1	5896	Downregulation	Non-Microarray	7561700
118	IL-7	NetPath_19	DNTT	1791	Downregulation	Non-Microarray	7561700
116	IL-7	NetPath_19	PPBP	5473	Upregulation	Microarray	11418668
115	IL-7	NetPath_19	CXCL5	6374	Upregulation	Microarray	11418668
114	IL-7	NetPath_19	CXCL3	2921	Upregulation	Microarray	11418668
113	IL-7	NetPath_19	CXCL2	2920	Upregulation	Microarray	11418668
112	IL-7	NetPath_19	CXCL1	2919	Upregulation	Microarray	11418668
111	IL-7	NetPath_19	CCL22	6367	Upregulation	Microarray	11418668
110	IL-7	NetPath_19	CCL19	6363	Upregulation	Microarray	11418668
109	IL-7	NetPath_19	CCL17	6361	Upregulation	Microarray	11418668
108	IL-7	NetPath_19	CCL16	6360	Upregulation	Microarray	11418668
15507	IL-7	NetPath_19	IL8	3576	Upregulation	Non-Microarray	1517567
15865	TSH	NetPath_23	CAMKK2	10645	Downregulation	Microarray	16381821
126	IL-7	NetPath_19	CXCL10	3627	Downregulation	Microarray	11418668
127	IL-7	NetPath_19	CXCL11	6373	Downregulation	Microarray	11418668
128	IL-7	NetPath_19	CXCL12	6387	Downregulation	Microarray	11418668
129	IL-7	NetPath_19	IL8	3576	Downregulation	Microarray	11418668
130	IL-7	NetPath_19	CCL13	6357	Downregulation	Microarray	11418668
15765	TSH	NetPath_23	PTPRF	5792	Downregulation	Microarray	16381821
140	IL-7	NetPath_19	BRAF	673	Upregulation	Microarray	16162475
141	IL-7	NetPath_19	JUN	24516	Upregulation	Microarray	16162475
142	IL-7	NetPath_19	CASP10	843	Upregulation	Microarray	16162475
143	IL-7	NetPath_19	PCTK3	5129	Upregulation	Microarray	16162475
144	IL-7	NetPath_19	FASTK	10922	Upregulation	Microarray	16162475
145	IL-7	NetPath_19	TRAF3	7187	Upregulation	Microarray	16162475
146	IL-7	NetPath_19	GSTA2	2939	Upregulation	Microarray	16162475
147	IL-7	NetPath_19	CDKN2D	1032	Upregulation	Microarray	16162475
148	IL-7	NetPath_19	LITAF	9516	Upregulation	Microarray	16162475
149	IL-7	NetPath_19	RBBP4	5928	Upregulation	Microarray	16162475
150	IL-7	NetPath_19	UBC	7316	Upregulation	Microarray	16162475
15762	TSH	NetPath_23	PKM2	5315	Differential regulation	Microarray	16381821
153	IL-7	NetPath_19	IL24	11009	Upregulation	Microarray	16000394
15763	TSH	NetPath_23	RRAD	6236	Differential regulation	Microarray	16381821
15654	TSLP	NetPath_24	PSME1	5720	Upregulation	Microarray	15746263
15650	TSLP	NetPath_24	CCR5	1234	Upregulation	Microarray	15746263
15648	TSLP	NetPath_24	KYNU	8942	Upregulation	Microarray	15746263
15644	TSH	NetPath_23	SLC5A5	6528	Downregulation	Non-Microarray	15687339
15643	TSH	NetPath_23	SLC26A4	5172	Downregulation	Non-Microarray	15687339
15642	TSH	NetPath_23	CAV1	857	Downregulation	Non-Microarray	17202321
15638	Leptin	NetPath_22	GHSR	2693	Upregulation	Non-Microarray	15232612
15651	TSLP	NetPath_24	CXCL10	3627	Upregulation	Microarray	15746263
15649	TSLP	NetPath_24	BCL3	602	Upregulation	Microarray	15746263
15647	TSLP	NetPath_24	IDO1	3620	Upregulation	Microarray	15746263
15646	TSH	NetPath_23	ID1	3397	Upregulation	Non-Microarray	12947323
15641	Leptin	NetPath_22	EDN1	1906	Upregulation	Non-Microarray	11934840
15639	Leptin	NetPath_22	IL1B	3553	Upregulation	Non-Microarray	15232612
15637	TSH	NetPath_23	HES1	3280	Upregulation	Non-Microarray	18664540
15653	TSLP	NetPath_24	IRF1	3659	Upregulation	Microarray	15746263
15652	TSLP	NetPath_24	CXCL9	4283	Upregulation	Microarray	15746263
15645	TSH	NetPath_23	RGS2	5997	Upregulation	Non-Microarray	15362969
16057	FSH	NetPath_25	GPCR5A	9052	Upregulation	Microarray	16556681
16056	FSH	NetPath_25	GNLY	10578	Upregulation	Microarray	15026540
16055	FSH	NetPath_25	GNB1	2782	Upregulation	Microarray	15026540
16054	FSH	NetPath_25	GNAS	2778	Upregulation	Microarray	15026540
16053	FSH	NetPath_25	GK6P	201989	Upregulation	Microarray	15026540
16052	FSH	NetPath_25	GK	2710	Upregulation	Microarray	15026540
16051	FSH	NetPath_25	GEM	2669	Downregulation	Microarray	15026540
16050	FSH	NetPath_25	GDE1	51573	Upregulation	Microarray	12832290
16049	FSH	NetPath_25	GBP1	2633	Downregulation	Microarray	15026540
16046	FSH	NetPath_25	FLNC	2318	Downregulation	Microarray	15026540
16045	FSH	NetPath_25	FGF13	2258	Downregulation	Microarray	18497344
16044	FSH	NetPath_25	FDXR	2232	Upregulation	Microarray	12832290
16043	FSH	NetPath_25	FDX1	2230	Upregulation	Microarray	16556681
16042	FSH	NetPath_25	ESR1	2099	Downregulation	Microarray	18497344
16041	FSH	NetPath_25	EREG	2069	Upregulation	Microarray	15474502
16040	FSH	NetPath_25	ENC1	8507	Upregulation	Microarray	16556681
16039	FSH	NetPath_25	EMP1	2012	Upregulation	Microarray	18497344
16037	FSH	NetPath_25	ECEL1	9427	Upregulation	Microarray	16556681
16036	FSH	NetPath_25	DYRK3	8444	Downregulation	Microarray	15026540
16035	FSH	NetPath_25	DUSP9	1852	Upregulation	Microarray	15026540
16034	FSH	NetPath_25	DUSP3	1845	Upregulation	Microarray	15026540
16033	FSH	NetPath_25	DUSP14	11072	Downregulation	Microarray	15026540
16032	FSH	NetPath_25	DUSP1	1843	Upregulation	Microarray	15026540
16030	FSH	NetPath_25	DNAJC5	80331	Upregulation	Microarray	15026540
268	IL9	NetPath_20	BCL3	602	Upregulation	Non-Microarray	10361130
274	IL9	NetPath_20	MUC2	4583	Upregulation	Non-Microarray	10837360
275	IL9	NetPath_20	MUC5AC	4586	Upregulation	Non-Microarray	10837360,12760964
276	IL9	NetPath_20	IL22	50616	Upregulation	Non-Microarray	10657629
277	IL9	NetPath_20	CCL11	6356	Upregulation	Non-Microarray	15294996,10427975
278	IL9	NetPath_20	MRAS	22808	Upregulation	Non-Microarray	10477695
279	IL9	NetPath_20	CDKN2D	1032	Upregulation	Non-Microarray	11306517
280	IL9	NetPath_20	SELL	6402	Upregulation	Non-Microarray	10464327
281	IL9	NetPath_20	PIM1	5292	Upregulation	Non-Microarray	10464327
282	IL9	NetPath_20	GZMA	3001	Upregulation	Non-Microarray	10464327,7730612
283	IL9	NetPath_20	IL5RA	3568	Upregulation	Non-Microarray	10979962
284	IL9	NetPath_20	CCL3	6348	Upregulation	Non-Microarray	10427975
285	IL9	NetPath_20	CCL2	6347	Upregulation	Non-Microarray	10427975
286	IL9	NetPath_20	CCL7	6354	Upregulation	Non-Microarray	10427975
287	IL9	NetPath_20	FCER1A	2205	Upregulation	Non-Microarray	7730612
288	IL9	NetPath_20	GZMB	3002	Upregulation	Non-Microarray	7730612
289	IL9	NetPath_20	CISH	1154	Upregulation	Non-Microarray	11115404
290	IL9	NetPath_20	SOCS2	8835	Upregulation	Non-Microarray	11115404
291	IL9	NetPath_20	SOCS3	9021	Upregulation	Non-Microarray	11115404
292	IL9	NetPath_20	LCN2	3934	Upregulation	Non-Microarray	11282560
293	IL9	NetPath_20	IL13	3596	Upregulation	Non-Microarray	12760964
295	IL9	NetPath_20	MYC	4609	Upregulation	Non-Microarray	9261146,7775604,12551922,9923452
296	IL9	NetPath_20	JUNB	3726	Upregulation	Non-Microarray	9261146,7775604
16216	FSH	NetPath_25	YTHDF2	51441	Downregulation	Microarray	16556681
298	IL9	NetPath_20	CITED2	10370	Upregulation	Non-Microarray	9811838,12551922
299	IL5	NetPath_17	CCL3	6348	Upregulation	Non-Microarray	17351112
425	IL5	NetPath_17	NFKB1	4790	Upregulation	Microarray,Non-Microarray	12600815
16150	FSH	NetPath_25	RAB1A	5861	Upregulation	Microarray	15026540
16151	FSH	NetPath_25	RAB27A	5873	Upregulation	Microarray	15026540
305	IL5	NetPath_17	CCR1	1230	Upregulation	Microarray	11694447
16149	FSH	NetPath_25	RAB14	51552	Upregulation	Microarray	15026540
307	IL5	NetPath_17	IL3RA	3563	Upregulation	Microarray,Non-Microarray	14630612,12943658
308	IL5	NetPath_17	CD44	960	Upregulation	Microarray	14630612,16237950
309	IL5	NetPath_17	CEACAM1	634	Upregulation	Microarray	11694447
310	IL5	NetPath_17	CD69	969	Upregulation	Microarray	14630612,11694447
311	IL5	NetPath_17	IL2RA	3559	Upregulation	Microarray,Non-Microarray	3117678
312	IL5	NetPath_17	CD24	934	Upregulation	Microarray,Non-Microarray	14630612,11694447
16148	FSH	NetPath_25	PTPRN	5798	Upregulation	Microarray	15026540
316	IL5	NetPath_17	GK	2710	Upregulation	Microarray	14630612,11694447
317	IL5	NetPath_17	UPP1	7378	Upregulation	Microarray	14630612,11694447
16147	FSH	NetPath_25	PTPRF	5792	Upregulation	Microarray	15026540
16146	FSH	NetPath_25	PTPRE	5791	Downregulation	Microarray	15026540
16145	FSH	NetPath_25	PTPN21	11099	Upregulation	Microarray	15026540
16144	FSH	NetPath_25	PTPN1	5770	Downregulation	Microarray	15026540
325	IL6	NetPath_18	ABCC1	4363	Upregulation	Microarray,Non-Microarray	15654950
326	IL5	NetPath_17	DUSP6	1848	Upregulation	Microarray	14630612,11694447
327	IL6	NetPath_18	ABCC3	8714	Upregulation	Non-Microarray	15654950
328	IL5	NetPath_17	EGR2	1959	Upregulation	Microarray	14630612,11694447
330	IL6	NetPath_18	ABCC4	10257	Upregulation	Non-Microarray	15654950
331	IL5	NetPath_17	PIM1	5292	Upregulation	Microarray,Non-Microarray	14630612,11694447
332	IL6	NetPath_18	ABCC5	10057	Upregulation	Non-Microarray	15654950
333	IL5	NetPath_17	EGR3	1960	Upregulation	Microarray	14630612,11694447
334	IL5	NetPath_17	CCND3	896	Upregulation	Microarray,Non-Microarray	14630612,15528381
335	IL5	NetPath_17	MKNK1	8569	Upregulation	Microarray	14630612,11694447
16143	FSH	NetPath_25	PTP4A1	7803	Upregulation	Microarray	15026540
16142	FSH	NetPath_25	PTP4A1	7803	Upregulation	Microarray	12832290
339	IL5	NetPath_17	TPM4	7171	Upregulation	Microarray	14630612,11694447
16141	FSH	NetPath_25	PTGER2	5732	Downregulation	Microarray	16556681
16140	FSH	NetPath_25	PTGDS	5730	Upregulation	Microarray	18497344
16139	FSH	NetPath_25	PSMD3	5709	Upregulation	Microarray	15026540
346	IL5	NetPath_17	IER3	8870	Upregulation	Microarray	14630612,11694447
348	IL5	NetPath_17	QSCN6	5768	Upregulation	Microarray	14630612,11694447
16138	FSH	NetPath_25	PSMD1	5707	Upregulation	Microarray	15026540
16137	FSH	NetPath_25	PRKX	5613	Upregulation	Microarray	15026540
353	IL5	NetPath_17	EGR1	1958	Upregulation	Microarray	11694447
354	IL5	NetPath_17	HBEGF	1839	Upregulation	Microarray	11694447
355	IL5	NetPath_17	TLR1	7096	Upregulation	Microarray	11694447
356	IL5	NetPath_17	BAT2	7916	Upregulation	Microarray	11694447
357	IL5	NetPath_17	HSPA6	3310	Upregulation	Microarray	11694447
358	IL5	NetPath_17	RHOH	399	Upregulation	Microarray	11694447
359	IL5	NetPath_17	HLX1	3142	Upregulation	Microarray	11694447
360	IL5	NetPath_17	DUSP5	1847	Upregulation	Microarray,Non-Microarray	11694447
361	IL5	NetPath_17	YES1	7525	Upregulation	Microarray	11694447
362	IL5	NetPath_17	SGK	6446	Upregulation	Microarray	11694447
363	IL5	NetPath_17	FOSL2	2355	Upregulation	Microarray	11694447
364	IL5	NetPath_17	IL8	3576	Upregulation	Microarray	11694447
365	IL5	NetPath_17	SRI	6717	Upregulation	Microarray	11694447
366	IL5	NetPath_17	MAPK6	5597	Upregulation	Microarray	11694447
367	IL5	NetPath_17	NFIL3	4783	Upregulation	Microarray	11694447
368	IL5	NetPath_17	LCP2	3937	Upregulation	Microarray,Non-Microarray	11694447
369	IL5	NetPath_17	IDI1	3422	Upregulation	Microarray	11694447
370	IL5	NetPath_17	GADD45A	1647	Upregulation	Microarray	11694447
16136	FSH	NetPath_25	PRKD1	5587	Downregulation	Microarray	15026540
371	IL5	NetPath_17	CFHR2	3080	Upregulation	Microarray	11694447
372	IL5	NetPath_17	HIF1A	3091	Upregulation	Microarray	11694447
373	IL5	NetPath_17	LIMK2	3985	Upregulation	Microarray	11694447
374	IL5	NetPath_17	SFPQ	6421	Upregulation	Microarray	11694447
375	IL5	NetPath_17	CASP4	837	Upregulation	Microarray	11694447
376	IL5	NetPath_17	PDE4B	5142	Upregulation	Microarray	11694447
377	IL5	NetPath_17	IER2	9592	Upregulation	Microarray	11694447
378	IL5	NetPath_17	ENO1	2023	Upregulation	Microarray	11694447
379	IL5	NetPath_17	CLEC1B	9976	Upregulation	Microarray	11694447
380	IL5	NetPath_17	HMGCR	3156	Upregulation	Microarray	11694447
381	IL5	NetPath_17	CYP1A2	1544	Upregulation	Microarray	11694447,17351112
382	IL5	NetPath_17	ZYX	7791	Upregulation	Microarray	11694447
383	IL5	NetPath_17	ATF4	468	Upregulation	Microarray	11694447
384	IL5	NetPath_17	LMNB1	4001	Upregulation	Microarray	11694447
385	IL5	NetPath_17	ICAM1	3383	Upregulation	Microarray,Non-Microarray	11694447,12600815,16237950
386	IL5	NetPath_17	SCRIB	23513	Upregulation	Microarray	11694447
387	IL5	NetPath_17	NFE2L2	4780	Upregulation	Microarray	11694447
388	IL5	NetPath_17	PSMB4	5692	Upregulation	Microarray	11694447
389	IL5	NetPath_17	CD55	1604	Upregulation	Microarray	11694447
390	IL5	NetPath_17	CCNH	902	Upregulation	Microarray	11694447
391	IL5	NetPath_17	RAB21	23011	Upregulation	Microarray	11694447
392	IL5	NetPath_17	SUPT6H	6830	Upregulation	Microarray	11694447
393	IL5	NetPath_17	BIRC3	330	Upregulation	Microarray	11694447
394	IL5	NetPath_17	TRA2A	29896	Upregulation	Microarray	11694447
395	IL5	NetPath_17	FUCA1	2517	Downregulation	Microarray	11694447
396	IL5	NetPath_17	P2RY2	5029	Downregulation	Microarray	11694447
397	IL5	NetPath_17	ID2	3398	Downregulation	Microarray	11694447
398	IL5	NetPath_17	ZFP36L2	678	Downregulation	Microarray	11694447
399	IL5	NetPath_17	HEXA	3073	Downregulation	Microarray	11694447
400	IL5	NetPath_17	RGS2	5997	Downregulation	Microarray	11694447
401	IL5	NetPath_17	CEBPE	1053	Downregulation	Microarray	11694447
16215	FSH	NetPath_25	WT1	7490	Upregulation	Microarray	16556681
16214	FSH	NetPath_25	VLDLR	7436	Downregulation	Microarray	18497344
16211	FSH	NetPath_25	VEGFA	7422	Upregulation	Microarray	12832290
16213	FSH	NetPath_25	VIL2	7430	Downregulation	Microarray	15026540
16212	FSH	NetPath_25	VGF	7425	Upregulation	Microarray	16556681
15893	TSH	NetPath_23	RPL9P7	317771	Differential regulation	Microarray	16381821
16210	FSH	NetPath_25	VCL	7414	Downregulation	Microarray	15026540
16209	FSH	NetPath_25	UPP1	7378	Upregulation	Microarray	15026540
16208	FSH	NetPath_25	TYRO3	7301	Downregulation	Microarray	15026540
426	IL5	NetPath_17	CHUK	1147	Upregulation	Microarray,Non-Microarray	12600815
427	IL5	NetPath_17	IL-8	3576	Upregulation	Microarray,Non-Microarray	12600815
428	IL5	NetPath_17	NFKB2	4791	Upregulation	Microarray	12600815
429	IL5	NetPath_17	IL1A	3552	Upregulation	Microarray	12600815
430	IL5	NetPath_17	IL1B	3553	Upregulation	Microarray	12600815
431	IL5	NetPath_17	CCL2	6347	Upregulation	Microarray	12600815
432	IL5	NetPath_17	NFKBIB	4793	Upregulation	Microarray	12600815
433	IL5	NetPath_17	NFKBIE	4794	Upregulation	Microarray	12600815
434	IL5	NetPath_17	NFRKB	4798	Upregulation	Microarray	12600815
435	IL5	NetPath_17	REL	5966	Upregulation	Microarray	12600815
436	IL5	NetPath_17	RELA	5970	Upregulation	Microarray	12600815
437	IL5	NetPath_17	RELB	5971	Upregulation	Microarray	12600815
438	IL5	NetPath_17	TLR4	7099	Upregulation	Microarray	12600815
439	IL5	NetPath_17	TLR6	10333	Upregulation	Microarray	12600815
440	IL5	NetPath_17	C3	718	Upregulation	Microarray	12600815
441	IL5	NetPath_17	IRF2	3660	Upregulation	Microarray	12600815
442	IL5	NetPath_17	SELE	6401	Upregulation	Microarray	12600815
443	IL5	NetPath_17	SELP	6403	Upregulation	Microarray	12600815
444	IL5	NetPath_17	SRF	6722	Upregulation	Microarray	12600815
445	IL5	NetPath_17	FADD	8772	Upregulation	Microarray	12600815
446	IL5	NetPath_17	IRAK1	3654	Upregulation	Microarray	12600815
447	IL5	NetPath_17	MYD88	444881	Upregulation	Microarray	12600815
448	IL5	NetPath_17	TRAF3	7187	Upregulation	Microarray	12600815
449	IL5	NetPath_17	MAP3K2	10746	Upregulation	Microarray	12600815
450	IL5	NetPath_17	MAP3K7	6885	Upregulation	Microarray	12600815
451	IL5	NetPath_17	MAPK14	1432	Upregulation	Microarray	12600815
452	IL5	NetPath_17	MAPK3	5595	Upregulation	Microarray	12600815
453	IL5	NetPath_17	MAPK8	5599	Upregulation	Microarray	12600815
454	IL5	NetPath_17	TAB1	10454	Upregulation	Microarray	12600815
16207	FSH	NetPath_25	TUBB	203068	Downregulation	Microarray	15026540
456	IL5	NetPath_17	TBK1	29110	Upregulation	Microarray	12600815
458	IL5	NetPath_17	CREB1	1385	Upregulation	Microarray	12600815
16206	FSH	NetPath_25	TUBA3	7846	Downregulation	Microarray	15026540
460	IL5	NetPath_17	MAX	4149	Upregulation	Microarray	12600815
461	IL5	NetPath_17	RAF1	5894	Upregulation	Microarray	12600815
462	IL5	NetPath_17	TRAP1	10131	Upregulation	Microarray	12600815
463	IL5	NetPath_17	ITGA6	3655	Upregulation	Microarray	16237950
464	IL9	NetPath_20	SCGB3A2	117156	Downregulation	Non-Microarray	15531759
465	IL5	NetPath_17	ITGB2	3689	Upregulation	Microarray	16237950
467	IL1	NetPath_13	CXCL1	2919	Upregulation	Microarray,Non-Microarray	16264101,15336943,19166933
468	IL1	NetPath_13	CSF2	1437	Upregulation	Microarray,Non-Microarray	15336943
469	IL1	NetPath_13	IL1B	3553	Upregulation	Microarray	16264101,15950496,19166933
470	IL1	NetPath_13	IL8	3576	Upregulation	Microarray,Non-Microarray	16264101,16447230,15525570,15464974,15336943
471	IL1	NetPath_13	CXCL2	2920	Upregulation	Microarray,Non-Microarray	16264101,15336943,19166933
472	IL1	NetPath_13	C3	718	Upregulation	Microarray	16264101,19166933
473	IL1	NetPath_13	CCL13	6357	Upregulation	Microarray	16264101
474	IL1	NetPath_13	CCL7	6354	Upregulation	Microarray	16264101,16447230,15336943,19166933
475	IL1	NetPath_13	CXCL5	6374	Upregulation	Microarray	16264101,15336943
476	IL1	NetPath_13	AMPD3	272	Upregulation	Microarray	16264101
477	IL1	NetPath_13	MMP12	4321	Upregulation	Microarray	16264101,16447230
478	IL1	NetPath_13	MT2A	4502	Upregulation	Microarray	16264101,15525570
479	IL1	NetPath_13	AKR1B1	231	Upregulation	Microarray,Non-Microarray	16264101
480	IL1	NetPath_13	CSF3	1440	Upregulation	Microarray	16264101,15336943
481	IL1	NetPath_13	CCL2	6347	Upregulation	Microarray,Non-Microarray	16264101,16447230,16085045,15464974,15336943,19166933
482	IL1	NetPath_13	IL6	3569	Upregulation	Microarray,Non-Microarray	16264101,16447230,15950496,15525570,15464974,19166933
483	IL1	NetPath_13	TNFAIP6	7130	Upregulation	Microarray	16264101,15950496
484	IL1	NetPath_13	LCP1	3936	Upregulation	Microarray	16264101
485	IL1	NetPath_13	ACPP	55	Upregulation	Microarray	16264101
486	IL1	NetPath_13	PRG1	5552	Upregulation	Microarray	16264101
487	IL1	NetPath_13	SERPINB2	5055	Upregulation	Microarray	16264101,15336943
488	IL1	NetPath_13	MMP1	4312	Upregulation	Microarray,Non-Microarray	16264101,16447230,15950496,15464974
489	IL1	NetPath_13	SOD2	6648	Upregulation	Microarray	16264101
490	IL1	NetPath_13	STMN2	11075	Downregulation	Microarray	16264101
491	IL1	NetPath_13	MMP11	4320	Downregulation	Microarray	16264101
492	IL1	NetPath_13	KLK6	5653	Downregulation	Microarray	16264101
493	IL1	NetPath_13	PLXDC2	84898	Downregulation	Microarray	16264101
494	IL1	NetPath_13	FABP5	2171	Downregulation	Microarray	16264101
495	IL1	NetPath_13	ANXA9	8416	Downregulation	Microarray	16264101
496	IL1	NetPath_13	MMP3	4314	Upregulation	Microarray,Non-Microarray	16447230,15950496
497	IL1	NetPath_13	MMP10	4319	Upregulation	Microarray	16447230
498	IL1	NetPath_13	MMP13	4322	Upregulation	Microarray,Non-Microarray	16447230,15950496
499	IL1	NetPath_13	C1R	715	Upregulation	Microarray	16447230
500	IL1	NetPath_13	LIF	3976	Upregulation	Microarray	16447230,15950496
501	IL1	NetPath_13	PBEF1	10135	Upregulation	Microarray	16447230
502	IL1	NetPath_13	INHBA	3624	Upregulation	Microarray	16447230
503	IL1	NetPath_13	DCN	1634	Upregulation	Microarray	16447230
504	IL1	NetPath_13	SAA2	6289	Upregulation	Microarray	16447230
505	IL1	NetPath_13	PTX3	5806	Upregulation	Microarray	16447230
506	IL1	NetPath_13	CHI3L2	1117	Upregulation	Microarray	16447230,15950496
507	IL1	NetPath_13	CHI3L1	1116	Upregulation	Microarray	16447230
508	IL1	NetPath_13	SOD3	6649	Upregulation	Microarray	16447230
509	IL1	NetPath_13	HLA-B	3106	Upregulation	Microarray	15950496
510	IL1	NetPath_13	SMAD1	4086	Upregulation	Microarray	15950496
511	IL1	NetPath_13	SLC25A28	81894	Upregulation	Microarray	15950496
512	IL1	NetPath_13	NFKB1	4790	Upregulation	Microarray	15950496,15336943
513	IL1	NetPath_13	PPARG	5468	Downregulation	Microarray	15950496
514	IL1	NetPath_13	RELA	5970	Upregulation	Microarray	15950496
515	IL1	NetPath_13	SMAD3	4088	Downregulation	Microarray	15950496
516	IL1	NetPath_13	ATF2	1386	Downregulation	Microarray	15950496
517	IL1	NetPath_13	DLX5	1749	Downregulation	Microarray	15950496
518	IL1	NetPath_13	BMP4	652	Downregulation	Microarray	15950496
519	IL1	NetPath_13	CAT	847	Downregulation	Microarray	15950496
520	IL1	NetPath_13	HAPLN1	1404	Downregulation	Microarray	15950496
521	IL1	NetPath_13	PRKDC	5591	Downregulation	Microarray	15950496
522	IL1	NetPath_13	DUSP6	1848	Upregulation	Microarray	15950496
523	IL1	NetPath_13	NOS2A	4843	Upregulation	Microarray	15950496
524	IL1	NetPath_13	IL1A	3552	Upregulation	Microarray	15950496,19166933
525	IL1	NetPath_13	JUN	3725	Upregulation	Microarray	15950496
526	IL1	NetPath_13	BMP2	650	Upregulation	Microarray	15950496
527	IL1	NetPath_13	RUNX1	861	Upregulation	Microarray	15950496
528	IL1	NetPath_13	NFKBIE	4794	Upregulation	Microarray	15950496
529	IL1	NetPath_13	TXNRD1	7296	Upregulation	Microarray	15950496
530	IL1	NetPath_13	FOS	2353	Downregulation	Microarray	15950496
532	IL1	NetPath_13	CFH	3075	Downregulation	Microarray	15950496
533	IL1	NetPath_13	SPP1	6696	Downregulation	Microarray	15950496
534	IL1	NetPath_13	COL1A2	1278	Downregulation	Microarray	15950496
535	IL1	NetPath_13	COMP	1311	Downregulation	Microarray	15950496
536	IL1	NetPath_13	FGFR2	2263	Downregulation	Microarray	15950496
537	IL1	NetPath_13	SCIN	85477	Downregulation	Microarray	15950496
15758	TSH	NetPath_23	HMGB1	3146	Downregulation	Microarray	16381821
539	IL1	NetPath_13	A2M	2	Downregulation	Microarray	15950496
540	IL1	NetPath_13	GDF5	8200	Downregulation	Microarray	15950496
541	IL1	NetPath_13	MATN2	4147	Downregulation	Microarray	15950496
542	IL1	NetPath_13	GDF10	2662	Downregulation	Microarray	15950496
543	IL1	NetPath_13	MATN3	4148	Downregulation	Microarray	15950496
544	IL1	NetPath_13	GREM1	26585	Downregulation	Microarray,Non-Microarray	15950496,15334466
545	IL1	NetPath_13	COL2A1	1280	Downregulation	Microarray	15950496
546	IL1	NetPath_13	NFKBIA	4792	Upregulation	Microarray,Non-Microarray	15525570
547	IL1	NetPath_13	HSD11B1	3290	Upregulation	Microarray,Non-Microarray	15525570
548	IL1	NetPath_13	LOX	4015	Upregulation	Microarray,Non-Microarray	15525570
549	IL1	NetPath_13	PPARBP	5469	Downregulation	Microarray,Non-Microarray	15525570
550	IL1	NetPath_13	GNRHR	2798	Downregulation	Microarray	15525570
551	IL1	NetPath_13	ALDH1A1	216	Downregulation	Microarray,Non-Microarray	15525570
552	IL1	NetPath_13	HSD3B1	3283	Downregulation	Microarray,Non-Microarray	15525570
553	IL1	NetPath_13	NR2F2	7026	Downregulation	Microarray	15525570
554	IL1	NetPath_13	ALDH3A2	224	Downregulation	Microarray	15525570
561	IL1	NetPath_13	FGF2	2247	Downregulation	Microarray	15336943
565	IL1	NetPath_13	CCL8	6355	Upregulation	Microarray	15381094
566	IL1	NetPath_13	CCL4	6351	Upregulation	Microarray	15381094
567	IL1	NetPath_13	CCL20	6364	Upregulation	Microarray	15381094,15336943,19166933
568	IL1	NetPath_13	TNFRSF11B	4982	Upregulation	Microarray	15381094
569	IL1	NetPath_13	IFNG	3458	Upregulation	Microarray	15381094
570	IL1	NetPath_13	CXCL3	2921	Upregulation	Microarray,Non-Microarray	15336943
571	IL1	NetPath_13	ICAM1	3383	Upregulation	Microarray	15336943
572	IL1	NetPath_13	TNFAIP3	7128	Upregulation	Microarray	15336943
573	IL1	NetPath_13	RRAD	6236	Upregulation	Microarray	15336943
574	IL1	NetPath_13	TNFAIP2	7127	Upregulation	Microarray	15336943
575	IL1	NetPath_13	PLK2	10769	Upregulation	Microarray	15336943
576	IL1	NetPath_13	JMJD3	23135	Upregulation	Microarray	15336943
577	IL1	NetPath_13	HBEGF	1839	Upregulation	Microarray	15336943
578	IL1	NetPath_13	PTGS2	5743	Upregulation	Microarray	15336943
579	IL1	NetPath_13	NR4A3	8013	Upregulation	Microarray	15336943
580	IL1	NetPath_13	BIRC3	330	Upregulation	Microarray	15336943
581	IL1	NetPath_13	SERPINB4	6318	Upregulation	Microarray	15336943
582	IL1	NetPath_13	CXCL6	6372	Upregulation	Microarray	15336943
583	IL1	NetPath_13	SERPINB3	6317	Upregulation	Microarray	15336943
584	IL1	NetPath_13	PTGES	9536	Upregulation	Microarray	15336943
585	IL1	NetPath_13	PIM2	11040	Upregulation	Microarray	15336943
586	IL1	NetPath_13	ID1	3397	Upregulation	Microarray	15336943
587	IL1	NetPath_13	RGS5	8490	Upregulation	Microarray	15336943
588	IL1	NetPath_13	RGS4	5999	Upregulation	Microarray	15336943
589	IL1	NetPath_13	CCL11	6356	Upregulation	Microarray	15336943
16205	FSH	NetPath_25	TPM2	7169	Downregulation	Microarray	15026540
16204	FSH	NetPath_25	TPM1	7168	Downregulation	Microarray	15026540
16203	FSH	NetPath_25	TP53I11	9537	Downregulation	Microarray	15026540
16202	FSH	NetPath_25	TP53	7157	Downregulation	Microarray	15026540
